EBER_THE	NAMIR	JOKTAN
BE_IT_FROM_YOUR	SERVANTS	THAT
WHOMEVER_OF_YOUR	SERVANTS	HIM_DIE
WILL_HAPPEN_WHEN	SEES	THAT
YOUR	SERVANTS	WILL
YOUR	SERVANT	FOR_IF
THEREFORE_PLEASE	SERVANT	LORD’S_SLAVE_AND
DON’T_BE_GRIEVED_THAT	HERIR	ME
GOD	SENT	YOU
GOD	SENT	YOU_PRESERVE
AND_THIS	ES	SAYS
SO	SENT	AWAY
MY	ES	STILL
JOSEPH	PREPARED	CHARIOT
YOU_SHALL_SAY	SERVANTS	BEEN_KEEPERS_OF
CALLED	ES	AND
SHALL	OUT	EGYPT
AND	SWORAR	HIM
BURY	IN	GRAVE_WHICH
TO	BRING	PASS_TO
JOSEPH_DIED_BEING_AND	WAS	PUT
SHOW	INIQUITY	LOOK_PERVERSITY
WILL	THEREFORE	EMPTY_HIS_NET_AND
YAHWEH	ANSWERED	WRITE
TRAMPLED_THE	ES	YOUR_HORSES
I_WILL	REJOICE	YAHWEH
AND	BRING	LITTLE
HAD	SENT	THE_PEOPLE_FEARED_YAHWEH
STIRRED_UP_THE	ES	SHEALTIEL_GOVERNOR_THEIR
NOW_TO_ZERUBBABEL_THE	ES	SHEALTIEL_GOVERNOR
STRONG_JOSHUA	ES	JEHOZADAK
AGAIN	ES	AND
UNTO_THE	ES	IS
VERILY	ES	TOOK
ALL	BEHOVED	TO_BE_MADE_LIKE
MOSES	VERILY	AS
CHRIST_AS_A	OVER	HOUSE
IT_IS_SAID_TO	HARDIR	HEARTS
AS	SAID	I_HAVE
FOR	SPAKIR_A	PLACE_OF
THEREFORE_IT_AND	ENTERED	OF
IS_THERE_ANY	CREATURE	BUT
BY_REASON	OUGHT	FOR_THE_PEOPLE_TO
AS	SAITH	ALSO
THOUGH	WERE	SUFFERED
FOR	IS	BABE
THIS_WILL	PERMIT	GOD
THEY_SHALL_TO	ES	GOD_AND
SO_AFTER	HAD	ENDURED
GOD_WILLING	CONFIRMED	BY_AN_OATH
NOW	CONSIDER	GREAT_THIS_MAN_WAS
BUT	WHOSE	OF_AND_THE
THERE_IS	VERILY	DISANNULLING
THIS_BECAUSE	CONTINUETH	EVER
WHEREFORE	IS	TO_UTTERMOST_THAT
DAILY_AND	DID	ONCE
WHEN	OFFERED	HIMSELF
WHO	SERVAR	UNTO
WHICH	OFFERED	HIMSELF_AND
BY_HIS	ENTERED	OBTAINED_ETERNAL_REDEMPTION
MUCH_MORE_SHALL	OFFERED	GOD
MOREOVER	SPRINKLED	BLOOD_BOTH_THE_AND
YET_THAT	SHOULD	OFTEN_AS
NOW_ONCE	APPEARED	PUT_AWAY
CHRIST_WAS_OFFERED	APPEAR	SECOND_TIME_WITHOUT
THOU	PREPAREDIR	ME
WHEN	SAID	ARE_OFFERED_BY
MAY	ESTABLISH	SECOND
LET	CONSIDER	ANOTHER_TO_PROVOKE
SHALL	THOUGHT	WHO
WHEREWITH	WAS	SANCTIFIED
BELONGETH	UNTAR	ME
FAITH_ABEL	OFFERED	EXCELLENT
THAT	PLEASED	GOD
FAITH_NOAH_BEING	SEEN	YET
HATH	PREPARED	CITY
WHEN	WAS	AND
HAD_THE	OFFERED	BEGOTTEN
WHEN	WAS_A	DYING
COME_TO	ES	OF
FOR	HAD	RECOMPENCE_OF_THE_REWARD
FAITH	ES	EGYPT
FAITH_THEY_PASSED	ES	AS
OF_GEDEON	TO	DAVID_ALSO
FOR	CONSIDER	SUCH
WITH	ES	WHOM_NOT
US_HAVE_WHEREBY	SERVAR	ACCEPTABLY
THEM_WHO	WHOSE	FOLLOW
US_GO_FORTH_THEREFORE	UNTAR	WITHOUT
WORD_THAT	ES	OF
HE_WENT_AND_AND	BORAR	SON
CONCEIVED_AGAIN_AND	BORAR	DAUGHTER
AND	BORAR	SON
LET_MAN	BRING	NEITHER
ISRAEL	BEHAVED	STUBBORN
DRINK	BECOME	SOUR
DON’T	CONSIDER	WICKEDNESS
FOR	PREPARED	HEART_LIKE
ISRAEL	CAST	THAT_WHICH
ISRAEL	FORGOTTEN	MAKER
THOUGH	BRING	CHILDREN
IS_A_LUXURIANT	VENIR	THAT
ALSO	HABER	WITH_JUDAH
INDEED	STRUGGLED	THE_ANGEL_AND
VISION_OF_ISAIAH_THE	ES	AMOZ_WHICH
AND_JERUSALEM_THE_KINGS	CONCERNING	SAW
SILVER	BECOME	DROSS
IS_WHAT_ISAIAH	ES	AMOZ_CONCERNING
FOR	EVERY	TOWER
TWO	COVERED	FACE
TWO	COVERED	FEET
DWELL_OF	UNCLEAR	FOR
YAHWEH	REMOVED	FAR_AWAY
SYRIA	ES	REMALIAH
WILL_THAT_DAY_THAT	PLACIR	THERE_WERE_THOUSAND
I_WILL	ES	JEBERECHIAH
THIS_PEOPLE_HAVE_THE	REJOIZAR_IN	AND_REMALIAH’S
ABOUT_WHICH	CONCERNING	BE_TERRORIZED
WILL_PASS_THROUGH_IT	VERY	HUNGRY_AND_AND
PEOPLE_WHO_WALKED_DARKNESS	SEAR	LIGHT
LORD	SENT	JACOB
FOR	SAYS	ALL
WAS_ONE	MOVED	WING
SHALL	LEER	YAHWEH
OF_ARMIES_WILL	STIR	AGAINST
MICHMASH	ES	STORES
ALOUD_WITH_VOICE_DAUGHTER	LISTIR	ANATHOTH
NURSING_CHILD_WILL	NEAR	HOLE
WILL	DESTROY	MY_HOLY_MOUNTAIN
TO_YAHWEH_FOR	DONE	THINGS
MAKE_THE_LAND_AND	DESTROY	SINNERS_OUT
INFANTS_ALSO_WILL	DASHED	THEIR_EYES
OF_ARMIES	SWORN	AS_THOUGHT
YAHWEH_OF_ARMIES	PLANNED	WHO_CAN_STOP_IT
YAHWEH	FOUNDED	AND
WILL	PRESENTS	WEARIES
FORTRESS_SHALL	CEAR	FROM
WILL_WILL_MY_LIKE	CLEAR	LIKE
MEADOWS_BY_BY	SOWN	OF
FISHERMEN_WILL	THOSAR	ON
MOREOVER	THOSAR	BE_CONFOUNDED
COUNSEL	BECOME	STUPID
YOU_I	ES	THE_WISE
YAHWEH	MIXED	OF_THE_AND
AS	CONCERNING	AND
WILL_BE	DISMAYED	CONFOUNDED
THIS	PLANNED	WHOSE
OF_ARMIES	PLANNED	TO_TO
YAHWEH	ORDERED	DESTRUCTION_OF
SHALL	REJOICE	MORE
THAT	BEAR	FORGOTTEN
WILL_YAHWEH	VISIT	AND_AND
WILL_FROM_AND	COMES	THE_WINDOWS_ON_AND
WILL_I	DONE	THINGS
HAVE	VISITED	YOU
THAT	ES	MAKE_PEACE_WITH_ME
HAS	STRUCK	AS
THAT	MAKES	PIECES
AND	CONSUMIR	BRANCHES
WILL	TEACH	KNOWLEDGE
WHOM_WILL	EXPLAIN	MESSAGE
THAT	ES	MAY
AND	BRING	HIS
FROM	NOW	BE
DOES	ES	TO
ALTHOUGH	HABER	OVER
BUT	AWAKES	AND
BUT	AWAKES	BEHOLD
YAHWEH	ES	POURED
AND	SAYS	IT_IS_SEALED
AND	SAYS	CAN’T
HAVE	REMOVED	HEART_FAR
THEIR_FEAR_OF	IS	OF
TURN_THINGS_UPSIDE_SHOULD	THOUGHT	BE_LIKE_CLAY_THAT
WHO	CAUSAR	LAY
WHEN	SEES	CHILDREN_THE
YET	ALSO	WILL_BRING_DISASTER
PLUNDER_WILL	CATERPILLAR	GATHERS
FOR	DWELLS	HIGH
MY_SWORD	DRUNK	FILL_THE
YAHWEH’S	RANSOMED	ONES
OUT	RECORDER	HIM
IF_YOU_TELL_ME	WHOSE	ALTARS
SPEAK_TO	SERVANTS_IN	FOR
LEST_HEZEKIAH	PERSUADAR	YAHWEH
SAID_REMEMBER_PERFECT_AND	DONE	WHICH_YOUR_SIGHT
THAT_TIME	ES	BALADAN_FOR_HAD
HE_ASKED_WHAT	SEAR	YOUR
WHO	MEASURED	WATERS_THE
TAKE	COUNSEL	WITH
WHO	RAISED	ONE
THEM_ANNOUNCE_AND	DECLARAR	US_WHAT_SHALL_HAPPEN
THEREFORE	ES	POURED
REST_OF_IT	MAKES	GOD
FOR	DONE	IT
HAVE	SWORN	MYSELF
I	BRING	RIGHTEOUSNESS_NEAR
HAVE_DECLARED_THE	FORMER	OLD
WHO	FORMED	YAHWEH_SAYS
WILL	THOSAR	YOU_WITH_THEIR_FLESH
LORD_YAHWEH	GIVIR	TONGUE_OF_THOSE
WHO	IS	ME
YAHWEH	MADE	HOLY
DEPART_GO	UNCLEAN	THING
YAHWEH_WHILE	HABER	FOUND
HAVE	SEAR	WAYS
TO	PROVIDIR	FOR
AS_THE_EARTH	PRODUCES	BUD
FOR	SAID	SURELY
I	BRING	CAUSE
TIME	COMES	WILL_AND_WILL
SHALL	BRING	SAYS_AS
THAT_WAVERETH_WAVE	ES	WITH
GOOD_GIFT_AND	EVERY	THE_WITH_NEITHER
FOR	HABER	HIMSELF
INTO	BEING	MAN_HIS_DEED
FOR	ES	THAT
HAD	ES	UPON
AND	WAS	FRIEND_OF_GOD
BUT	HABER	MORE
YOURSELVES_THE_AND	HABER	YOU_UP
WAS_MAN_AND	PRAYED	IT_RAINED_ON
BROUGHT_HIM_TO	DIED	THERE
GIVE	ALSO	OF
GAVE_HEBRON_AND	ES	DROVE
BUT	LIVED	THE_CANAANITES
CALLED_THE_NAME_OF	PLACIR	BOCHIM
THEY_WENT_YAHWEH’S_AS	SWORN	THEM_AND
JUDGES	THOSAR	THEM
BURNED	SAID	AND
LONGER	DIED	BEFORE
CHILDREN_OF_ISRAEL	SENT	HIM_TO
WHEN	HAD	OFFERING
CAME_TO_HIM	WAS	UPPER
AFTER	HAD	GONE
HAD	FALLEN	ON
HIM_WAS_SHAMGAR	ES	ANATH
AND	MIGHTILY	THE
SENT_BARAK	ES	ABINOAM_OF_KEDESH_NAPHTALI
SISERA	ABANDONED	CHARIOT_AND_FLED
DEBORAH_BARAK	ES	ABINOAM_SANG_ON
HAND_OF	MEDIAR	ISRAEL
YAHWEH	SENT	TO
AND	SAID	THEM_YAHWEH_THE
YAHWEH	BRING	EGYPT
BUT	CAST	US
WENT_AND	PREPARED	GOAT_AND_UNLEAVENED_CAKES
SAW_THAT	WAS	BECAUSE
THAT	HABER	DIE
BECAUSE	BROKEN	ALTAR_OF_BAAL_AND
IF	IS	GOD
SOMEONE_HAS	BROKEN	ALTAR
BAAL	CONTEND	BECAUSE
LET	MAKIR	WITH
SO	BROUGHT	WHO_LAPS_OF_LIKE
WITH_PURAH_YOUR	SERVANT	THE_CAMP
WENT	DOWN	PURAH_HIS
FELLOW_ANSWERED_THIS	ES	JOASH
YAHWEH	DELIVERED	ARMY_OF_MIDIAN_INTO
GOD	DELIVERED	YOUR_HAND_MIDIAN_OREB
AND	PURSUED	THEM
AND	DESCRIBED	THE
SAID_TO_I_NEITHER	ES	RULE
SO	MEDIAR	THE_CHILDREN_OF_ISRAEL
THEN	REJOICE	REJOICE
GAAL_SAW_THE_PEOPLE	SAID	ZEBUL_BEHOLD
AND	FLED	HIM_AND
SO	ROSE	AND
CALLED	HASTILY	MEN_SAY_WOMAN
GOD_REPAID_ALL	ES	JERUBBAAL_CAME_ON_THEM
ABIMELECH	ES	PUAH
WIFE	BORAR	SONS
YOU_ARE_DISTRESS	NOW	ME
JEPHTHAH	SENT	ME
JEPHTHAH	SENT	AGAIN_TO
AND	SAID	DIDN’T_TAKE
BUT	WOULD	NOT
WHOEVER_YAHWEH_OUR_GOD	ES	FROM_THEM
ARE_THAN_BALAK	ES	ZIPPOR_KING
ISRAEL_LIVED_AND_THREE	RECOVER	WITHIN_THAT
HAVE_BROUGHT	VERY	LOW
YAHWEH	TAKEN	FOR_ENEMIES
LEAVE	ALONAR	THE_MOUNTAINS_AND
SAID_TO_I	OUT	THEIR_HAND
SAID_TO_HIM	SAID	THEN
HIM_ELON_AND	JUDGED	TEN_YEARS
HIM_ABDON	ES	HILLEL
HAVE	SEAR	WOMAN
PHILISTINES_RULED_OVER_ISRAEL	NOW_AT	THAT
WOULD	TORN	GOAT
WHILE	RETURNED	AND
SAMSON	VISITED	GOAT
FATHER_SAID_I_CERTAINLY	THOUGHT	I
SAID_TO_THIS	CASAR	THE_PHILISTINES
WHEN	HAD	THE_TORCHES_ON_FIRE
WHEN	HAD	SPEAKING
WHEN	HAD	DRUNK
CAME_TO_PASS_THAT	LOVED	DELILAH
WE_WILL	ELEVAR	OF
SAID_TO_IF	THEN	I
SAID_TO_HIM_THE	BROKE	OF_IS
HAVE_MOCKED	THESE	TIMES
MAN_MICAH	HAD_A	OF_AND
SAID_TO_GO	EXPLORIR	LAND
AND	HIRED	BECOME
YOU_GO_YOU_FOR	GIVIR	INTO_YOUR_HAND
AND	SERVANT	STAY_ALL_NIGHT
BUT	ROSE	DEPARTED_AND_ALSO
LORD	ROSE	BEHOLD
WOMAN_HIS_HAD	FALLEN	DOWN
WHEN	COME	BY_AND
WAS_SO_THAT_SUCH	DONE	CAME
CHIEFS_OF	PRESENTED	FOUR
LEVITE_THE_I_TO	SPEND	NIGHT
MEN_OF_GIBEAH	ROSE	AGAINST
CHILDREN_OF_ISRAEL	ROSAR	UP
PHINEHAS_THE	ES	ELEAZAR
ARE	STRUCK	US_AS
THEY_HAD_MADE_GREAT	CONCERNING	DIDN’T_COME_MIZPAH_SURELY
SHALL_WE	PROVIDIR	WE_HAVE
SHALL_UTTERLY	DESTROY	EVERY_WOMAN_WHO
WORDS_OF_JEREMIAH_THE	ES	HILKIAH
WORD_CAME_THE	ES	AMON_KING_THE
CAME_ALSO_THE	ES	JOSIAH
GENERATION	CONSIDER	WORD
KEEPERS_OF_FIELD_ARE	BEAR	AGAINST
HAVE	PLANNED	NEITHER
I_SAID_SURELY	THESE	POOR
WHO_GOES	TORN_IN	PIECES
HAVE	DENIED	YAHWEH
IT_WILL_BE	DONE	THEM
WILL	BRING	YAHWEH
AND	DESTROY	HER
YAHWEH’S	BECOME	TO
HAVE	DELIGHT_IN	IT
ANGUISH	TAKEN	OF_AND
MAN	EXECUTIR	JUSTICE
PROVOKE	TO	ANGER
THEY_DIDN’T_LISTEN_OR	INCLINAR	MADE_THEIR_NECK
BEHOLD_THE_SAYS_THAT	ES	HINNOM_’
THEY_WILL_UNTIL_THERE	PLACIR	BURY
THEN_HAVE	FALLEN	BY
WILL	CONSUMIR	YAHWEH
MAY	DECLARAR	IT
GOD	MADE	EARTH_BY_HIS_POWER
MAN	BECOME	WITHOUT_KNOWLEDGE
YAHWEH_OF_ARMIES_WHO	PRONOUNCED	HAVE
YOU_SHOWED	THEIR	DOINGS
HERITAGE	BECOME	AS
WILL_WHEN	HABER	OVER
WHO	ES	BORNE
HAVE	DONE	ME
BEAR	BURDEN	THE_SABBATH_DAY
NOR	BRING	BY
TO	BRING	BURDEN
THEY_SAID_COME_AND	DEVISAR	AGAINST_JEREMIAH
PASHHUR_THE	ES	IMMER
WORD_WHICH_WHEN	SENT	THE
YAHWEH_SAYS_TOUCHING_SHALLUM	ES	JOSIAH_KING
YAHWEH_SAYS_CONCERNING_JEHOIAKIM	ES	JOSIAH_KING
THEIR_WAY	SLIPPERY	PLACES
WHO	USAR	TONGUES
DOINGS	PRONOUNCED	YOU
KNOW_FOR_CERTAIN_THAT	TO	DEATH
WAS_ALSO_URIAH	ES	SHEMAIAH_AND
AND	CAST	DEAD_BODY
HIS_SON’S	ES	TIME_HIS_LAND
WILL_BY	ES	CONCERNING
BASES_AND	CONCERNING	CITY
SAME_YEAR_THE	ES	AZZUR
TO	BRING	ALL_THOSE_FROM
TRULY	SENT	HIM
IRON_ON_THAT	SERVAR	KING_OF
BECAUSE	SENT	CAPTIVITY_IS_LONG
SAYS_THE_ISRAEL	CAUSAR	TO
YAHWEH	APPEARED	OLD_TO_ME_SAYING
WILL	BRING	YAHWEH
HANAMEL_MY_UNCLE’S	ES	CAME
TO	TO	ANGER
THIS_CITY	BEAR	OF
OF_OF_WHICH	DONE	PROVOKE
PRIESTS_THE_MAN	TO	OFFERINGS
THAT	ES	HAVE_A_MY
YAHWEH	CAST	THE_TWO_FAMILIES_WHICH
HAD_TURNED_AND	DONE	EVERY
NERIAH_WHICH	HAD	ON
MICAIAH_THE	ES	GEMARIAH
KING_AND_HIS	SERVANTS	WERE_AND
BUT	WOULD	TO_THEM
SERAIAH_THE	ES	AZRIEL_BUT
TOOK_JEREMIAH_AND_THE	ES	NERIAH_WHO_AND
HIS_SERVANTS_WHICH	SPOKE	THE_PROPHET_JEREMIAH
WHEN	WAS	THE_PROPHET_SAYING_YOU
PLEASE_HEAR_MY	PRESENTED	YOU_THAT
TOOK_JEREMIAH	ES	THE
LORD_THE_THESE	DONE	EVIL
THAT	ES	CAUSE
JONATHAN’S_HOUSE_TO	TO	RETURN
THAT	SHOULD	HIM_HOME
SO	LIVED	THE_PEOPLE
WHILE	WAS	UP
WHILE	HAD	GONE_BACK
BACK_THEN	SAID	GO_WHEREVER_RIGHT_TO
JEREMIAH_TO_GEDALIAH_THE	ES	AHIKAM_TO_MIZPAH_AND
JOHANAN_THE	ES	KAREAH_CAME
LET	GO	I_WILL
AHIKAM_SAID_TO_JOHANAN	ES	KAREAH
ISHMAEL_THE	ES	NETHANIAH
SECOND_DAY_AFTER	HAD	GEDALIAH
WHEN_JOHANAN	ES	KAREAH_AND
THEN	ES	NETHANIAH
WHEN_ALL	ES	KAREAH_AND_THEN_WERE
OF_ISHMAEL	ES	NETHANIAH_HAD
SAID_TO_JEREMIAH_PLEASE	PRESENTED	YOU_AND_FOR
THEN	CALLED	THE
THAT	ES	CAUSE
HAVE_DECLARED_IT_BUT	SENT	YOU
BARUCH	ES	NERIAH_TURNED
JOHANAN_THE	ES	KAREAH_TO
OF_THEIR_WICKEDNESS	TO	ANGER
BUT	INCLINAR	EAR
YOUR_LAND	BECOME	DESOLATION
JEREMIAH_SAID_TO	INCLUDING	YAHWEH’S_WORD_ALL
SAYS_BEHOLD	THOSAR	ENEMY_AND_LIFE
EGYPT_WHICH_WHICH	ES	JOSIAH
HAVE_I	SEAR	IT
UP_INTO_AND	VIRGIN	OF_EGYPT
BALDNESS	COME	GAZA
MOAB	BEAR_AT	HIS_YOUTH
JUDGMENT	COME	THE_PLAIN_COUNTRY
WILL	DESTROYED	BEING
WILL	BRING	YOU
MYSELF_SAYS_YAHWEH	SWORN	BOZRAH_AND
YAHWEH	OPENED	ARMORY
TO	DONE_DID	WHICH_EVIL_YAHWEH’S
THEY_TOOK_AND	PRONOUNCED	ON_HIM
FEEDING	BESIDIR	THEM
WHILE	WAS	SPEAKING
SKY	FALLEN	FROM
GAVE_AND	TAKEN	AWAY
YOU_INCITED	AGAINST	TO
ALL	ES	GIVE_FOR_HIS_LIFE
LIFTED_UP_FROM_AND	RECOGNIZE	ROBE_AND
THAT_NIGHT	BARRER	BE
HAVE	SEAR	FOOLISH_TAKING_ROOT
BUT	ES	FROM
THAT_WHICH	FLAVOR	EATEN
SALT	EATIR	BE
CARAVANS_THAT_TRAVEL	BESIDIR	TURN_AWAY
DELIVER	FROM	ADVERSARY’S_HAND
DAYS_ARE_SWIFTER	THABER	SHUTTLE
EYE_OF_HIM_WHO	SEES	MORE
SEE	MORAR	ME
YOU_SHOULD	VISIT	MORNING
IS	DESTROYED	FROM
FOR	IS	I
REMEMBER	AS	CLAY
HAVE_GRANTED	LIFIR	LOVING_KINDNESS
THAT	WOULD	YOU_THE_SECRETS_OF
EYE	SEAR	THIS
LEAVE	ALONAR	THAT
AWAY_FROM_HIM_THAT	ES	REST
YOU_HEARD_THE_SECRET	COUNSEL	GOD
IS_MAN_THAT	SHOULD	BE
BECAUSE	COVERED	FACE_WITH_HIS_FATNESS
CONCEIVE_MISCHIEF_AND	PRODUCIR	INIQUITY
WAS_AT_EASE	APART	ME
THAT	WOULD	RIGHT_OF_MAN
AS_FOR	COME	NOW_AGAIN
HAVE	ES	GRANDSON_AMONG_HIS_PEOPLE
HAVE_REPROACHED	TEN	TIMES
THAT_GOD	SUBVERTED	ME
BROKEN	DOWN	SIDE_AND_AM_GONE
CALL_TO_SERVANT_AND	GIVES	NO
YOU_PERSECUTE	AS	GOD
YET	PERISH	LIKE_HIS_DUNG
BECAUSE	KNEW	HIM
WHAT_DOES	CARIR	HIS_HOUSE_AFTER
WHO	DECLARAR	WAY
CLOUDS_ARE_COVERING	DOESN’T	SEE
SURELY	THOSAR	ARE_CUT_OFF
THAT_WHERE_I	MIGHT	HIM
WOULD_KNOW	WOULD	ANSWER
WOULD	CONTEND	GREATNESS_OF_HIS_POWER
FOR	PERFORMS	ME
AND_HEAT	CONSUMIR	SNOW_WATERS
WILL	PROVE	ME
GOD_LIVES_WHO	TAKEN	MY_RIGHT
GOD	HEAR	CRY
WILL	DELIGHT	THE
WAITED_FOR	AS	THE_RAIN
FOR	UNTIED	CORD
MY_HEART_HAS_BEEN	ENTICED	TO
HAVE	SEAR_ANY	FOR
IS_TERROR_TO	CALAMITY	ME
BECAUSE	WAS	RIGHTEOUS
LET	RESPECT	PERSON
SPIRIT_OF_GOD	MADE	ME
THEN	OPENS	EARS_OF
THAT	HABER	WITHDRAW
FLESH_SHALL_FRESHER	THABER	CHILD’S
AND	IS	TO
JOB	SAID	RIGHTEOUS
FOR	SAID	NOTHING
NEED	CONSIDER	FURTHER
THEREFORE	TAKES	OF_THEIR_WORKS
FOR	ADDS	TO_HIS
NOW_BECAUSE	VISITED_IN	HIS
DOESN’T	PRESERVE	LIFE_OF_THE_WICKED
LISTEN	SERVAR	HIM
YES	WOULD	ALLURED_YOU
FOR	DRAWS	THE_DROPS_OF_WATER
BY_THESE	HABER	THE
FOR	SAYS	THE_SNOW_FALL
YAHWEH	ANSWERED	OUT_OF_THE_WHIRLWIND
WHO	DETERMINED	MEASURES_YOU
WHO	CUT	FOR_THE_FLOOD_WATER
OF_WISDOM	DEPRIVED	GOD
YAHWEH	ANSWERED	JOB
SHALL	ES	ARGUES
YAHWEH	ANSWERED	OUT_OF_THE_WHIRLWIND
LOTUSES	COVER	WITH_THEIR_SHADE
WILL_KEEP_SILENCE	CONCERNING	LIMBS
WHEN	ES	THE
GAVE_JOB_TWICE_AS	HAD	BEFORE
HAPPUCH	HABER	THE_AND
CAME	UNTAR	HIS
FOR	WAS	ME
TIME	SEAR	HATH
WE_MAY_ANSWER_TO	SENT	US
THINGS_WERE	DONE	JOHN_BAPTIZING
FOR	WAS	ME
BUT	SENT	BAPTIZE_THE_UNTO
AND	BROUGHT	JESUS
WHEN_JESUS	SAID	CALLED_CEPHAS_WHICH
NATHANAEL	UNTAR	ME
SAITH	UNTAR	AND_SON
SAID_THE_FORTY	REAR	UP_THREE
THEREFORE	WAS	JESUS_HAD_SAID
WHEN	WAS_IN	FEAST_DAY_MANY
BECAUSE	KNEW	MEN
NEEDED_THAT_FOR	KNEW	MAN
NICODEMUS	UNTAR	HIM
CAN	ES	THE
ANSWERED_AND_SAID_MAN	GIVIR	FROM_HEAVEN
WHAT	HATH	MAN
THEN	TO	IS_CALLED_SYCHAR
UNTO_GIVE	TO	DRINK
ANSWERED_AND_UNTO_WHOSOEVER	THIRST	AGAIN
SPEAK	UNTAR	HE
THEY_WENT_AND	UNTAR	HIM
AND	THAT	WAGES
THAT	THAT	AND
WHEN_THE_SAMARITANS_WERE	COMAR	UNTO
THERE_WAS_CERTAIN_WHOSE	ES	WAS
THERE_WAS_CERTAIN_WHOSE	ES_AT	CAPERNAUM
FOR	WAS_AT	POINT_OF_DEATH
MY_CHILD_DIE	COME	DOWN
AS	WAS	HIM
THEREFORE	DONE	THE_SABBATH_DAY
THESE_THINGS_JESUS	ES	GALILEE
AND	DID	THEM_THAT_WERE_DISEASED
PHILIP	ANSWERED	HIM
TWO	HUNDRED	OF_BREAD_IS_SUFFICIENT
JESUS_THEREFORE	DEPARTED	INTO
THAT_THE_GIVETH	COME	ME
IS_THIS_JESUS	ES	JOSEPH
COMETH	UNTAR	ME
THAT_MAN_SEEN_THE	SEAR	FATHER
AS	TAUGHT	CAPERNAUM
JESUS_KNEW_HIMSELF_MURMURED	SAID	UNTO
AND	SAID	WERE_GIVEN_UNTO
BUT	IT	ARE
ANSWERED_THEM_AND_BUT	SENT	ME
HAVE	DONE	YE_ALL_MARVEL
THAT	SENT	TRUE_WHOM
HATH	SENT	ME
SAID_JESUS_YET	UNTAR	THAT
OUT	ARISETH	PROPHET
WHEN	CONTINUED	CAST
AGAIN	STOOPED	WROTE_ON
YET_IF_I_JUDGE	SENT	ME
AS	TAUGHT	MAN
THAT	SENT	TRUE_AND
UNDERSTOOD_THAT	SPAKE	THEM_OF_THE_FATHER
AS	SPAKIR	BELIEVED_ON_HIM
ANSWERED_THEM_VERILY	VERILY	SAY_UNTO_YOU_WHOSOEVER
MY_WORD_HATH	PLACIR	YOU
BUT	SENT	ME
BECAUSE_I	BELIEVIR	NOT
NEVER	TASTE	OF
FATHER_ABRAHAM	REJOICED	SEE_MY_DAY
THAT	WAS	BLIND
WHEN	HAD	SPOKEN
AND_WHICH_HAD	SEAR	SAT_AND_BEGGED
BUT	SAID	HE
THAT	WAS	BLIND
OPENED	THINE	EYES
THIS_MAN_OF	COULD	NOTHING
HEARD_THAT	CAST	OUT
WHEN	HAD	HIM
AND	SAID	LORD
VERILY	THAT	SAME_IS
THIS	SPAKIR	UNTO_THEM
BY	IF	ENTER
WAS_THAT_MARY	WHOSE	WAS_SICK
JESUS_HEARD_THAT	SAID	THE_SON_OF
WHEN	HAD	THAT
IF_MAN	STUMBLETH	THERE_IS_LIGHT
SAITH	UNTAR	THEM
BUT	HAD	OF_SLEEP
LET	UNTAR	HIM
SAID_THOMAS_WHICH	UNTAR	HIS
CAME	UNTAR	HIM
WAS	PLACIR	MET_HIM
WHEN_MARY	COME	BROTHER_HAD_NOT_DIED
SAID_THE_BEHOLD	LOVED	HIM
MANY_OF_AND	SEAR	BELIEVED
NOR	CONSIDER	PERISH
WENT_THENCE	UNTAR	COUNTRY
SOUGHT_AS_WHAT_THAT	ES	NOT_COME
ONE_JUDAS	ES	SHOULD_BETRAY_HIM
BECAUSE	WAS_A	HAD_THE_BAG_AND
JESUS_WHEN	HAD	ASS_SAT
AND	THAT	LIFE
ANY_MAN	SERVAR	FOLLOW
SAVE	FROM	THIS
THIS	SAID	WHAT
THOUGH	DONE	MIRACLES
ON_THAT	SENT	ME
SUPPER_BEING_THE	ES	BETRAY_HIM
FOR	KNEW	SHOULD_BETRAY_HIM
VERILY	THAT	THAT
JESUS_HAD_THUS	WAS	BETRAY
WHEN	HAD	SOP
AFTER_THE_SATAN	ENTERED	HIM
WHEN	WAS	SAID
JESUS	ANSWERED	HIM
WORDS_THAT_I_SPEAK	UNTAR	I_SPEAK_OF
BELIEVE	THAT	ME
THAT	ABIDIR	YOU_FOR_EVER
LITTLE_SEETH	MORAR	YE_SEE
AND	THAT	LOVETH
AWAY_AND	THAT	BEARETH
YE	ABIDIR_IN	AND
I_HAD	DONE	FATHER
NOW_I	SENT	GOEST_THOU
WHEN_IS	ES	REPROVE_THE_SIN_AND
RIGHTEOUSNESS	MORAR	ME
BUT	REJOICE	YE_SHALL_BE_SORROWFUL
VERILY	ES	GIVE_IT_YOU
PEACE	MIGHT	YE
THOU_HAST	GIVIR	OVER
THAT	SENT	ME
WITH	WHERIR	AM_THAT
FOUNDATION_OF_THE_WORLD	BEFORIR	ME
WILL_DECLARE_IT_THAT	MAY	THEM
SERVANT’S	NAMIR	MALCHUS
LED_HIM_AWAY_FOR	WAS	FATHER
JESUS	ANSWERED	HIM
WHEN	HAD	SPOKEN
JESUS	ANSWERED	HIM
ANNAS_HAD	SENT	THE_HIGH
THEN	DENIED	AND
SPAKE_SIGNIFYING	SHOULD	DIE
PILATE	UNTAR	HIM
I	BRING	TO_THAT_FAULT
